year	pid	full_name	first_name	affiliation
2020	11299021	Dan Gibson	Dan	
2018	8969686	Dan Honig	Dan	Johns Hopkins University
2019	10130758	Dan Honig	Dan	Johns Hopkins University
2020	11308756	Dan Honig	Dan	University College London
2021	13097283	Dan Honig	Dan	University College London
2016	6922000	Dan Hough	Dan	University of Sussex
2015	5644522	Dan I. O'Neill	Dan	University of Florida
2015	5644436	Dan J. O' Connor	Dan	CSU, Long Beach
2018	8954668	Dan Lindley	Dan	University of Notre Dame
2019	10109536	Dan Lindley	Dan	University of Notre Dame
2019	10044552	Dan Miodownik	Dan	Hebrew University
2021	13376624	DAN NICULAE PODARU	DAN	UNIVERSITY OF BUCHAREST
2017	7913011	Dan O'Neill	Dan	University of Florida
2018	8957009	Dan O'Neill	Dan	University of Florida
2019	10113670	Dan O'Neill	Dan	University of Florida
2019	10112400	Dan Qi	Dan	Louisiana State University
2021	13075617	Dan Qi	Dan	Louisiana State University
2015	5642575	Dan Reiter	Dan	
2016	6859226	Dan Reiter	Dan	Emory University
2019	10021862	Dan Reiter	Dan	Emory University
2020	11197529	Dan Reiter	Dan	Emory University
2021	13102259	Dan Reiter	Dan	Emory University
2019	10374169	Dan Rosenheck	Dan	The Economist
2018	8958269	Dan Slater	Dan	University of Michigan
2019	10012392	Dan Slater	Dan	University of Michigan
2020	11309940	Dan Slater	Dan	University of Michigan
2021	13098306	Dan Slater	Dan	University of Michigan
2017	7864443	Dan Vese	Dan	University of California, Los Angeles
2020	11310490	Dan Ziebarth	Dan	George Washington University
2021	13077339	Dan Ziebarth	Dan	George Washington University
2018	8997736	Dana Archer Dolan	Dana	George Mason University
2020	11232528	Dana Burde	Dana	New York University
2018	8998061	Dana El Kurd	Dana	Arab Center for Research and Policy Studies, Doha Institute
2021	13109060	Dana El Kurd	Dana	University of Richmond
2018	9645966	Dana Olwan	Dana	
2018	8971534	Dana Patton	Dana	University of Alabama
2018	8952243	Dana R. Fisher	Dana	University of Maryland
2018	9052580	Dana R. Villa	Dana	University of Notre Dame
2019	10226800	Danbee Lee	Danbee	Rutgers University
2021	13338262	Dancheng Li	Dancheng	
2018	8998139	Dane G. Wendell	Dane	Illinois College
2019	10012550	Dane G. Wendell	Dane	Illinois College
2021	13033364	Dane G. Wendell	Dane	Illinois College
2020	11307780	Dani Marinova	Dani	Universitat Autònoma de Barcelona
2018	8955210	Dani Nedal	Dani	Carnegie Mellon University
2019	10118794	Dani Nedal	Dani	Carnegie Mellon University
2020	11304059	Daniel A N Goldstein	Daniel	Yale University
2021	13109332	Daniel A N Goldstein	Daniel	Yale University
2016	6860244	Daniel A. Smith	Daniel	University of Florida
2018	8988347	Daniel A. Smith	Daniel	University of Florida
2019	10051633	Daniel A. Smith	Daniel	University of Florida
2020	11309104	Daniel A. Smith	Daniel	University of Florida
2021	13108256	Daniel A. Smith	Daniel	University of Florida
2019	10057214	Daniel Arnon	Daniel	Emory University
2020	11230788	Daniel Arnon	Daniel	Emory University
2021	13109451	Daniel Arnon	Daniel	Emory University
2020	11232828	Daniel Auer	Daniel	University of Mannheim, MZES
2018	8998779	Daniel B. Rodriguez	Daniel	University of Texas, Austin
2020	11223866	Daniel Baissa	Daniel	Harvard University
2016	6923336	Daniel Baltrusaitis	Daniel	National Defense College, UAE
2017	8311959	Daniel Barnhizer	Daniel	Michigan State University College of Law
2016	6915360	Daniel Beland	Daniel	
2019	10050097	Daniel Bennett	Daniel	John Brown University
2019	10110578	Daniel Bischof	Daniel	University of Zurich
2021	13098079	Daniel Bischof	Daniel	University of Zurich
2016	6864531	Daniel Blyth Magleby	Daniel	Binghamton University
2017	7918383	Daniel Blyth Magleby	Daniel	Binghamton University
2018	8958976	Daniel Blyth Magleby	Daniel	Binghamton University
2019	10095446	Daniel Blyth Magleby	Daniel	Binghamton University
2020	11305223	Daniel Blyth Magleby	Daniel	Binghamton University
2017	7890430	Daniel Bowen	Daniel	College of New Jersey
2019	10116012	Daniel Bowen	Daniel	College of New Jersey
2021	13078395	Daniel Bowen	Daniel	College of New Jersey
2016	6864657	Daniel Bruce Braaten	Daniel	Texas Lutheran University
2018	8985878	Daniel Bruce Braaten	Daniel	Texas Lutheran University
2021	13076300	Daniel Bruce Braaten	Daniel	Texas Lutheran University
2017	7872768	Daniel Butt	Daniel	University of Oxford
2020	11211456	Daniel C. Hallin	Daniel	University of California, San Diego
2016	6864701	Daniel C. Lewis	Daniel	Siena College
2017	7930645	Daniel C. Lewis	Daniel	Siena College
2018	8954748	Daniel C. Lewis	Daniel	Siena College
2019	10116592	Daniel C. Lewis	Daniel	Siena College
2020	11285514	Daniel C. Lewis	Daniel	Siena College
2021	13078835	Daniel C. Lewis	Daniel	Siena College
2018	9308681	Daniel C. Thomas	Daniel	Leiden University
2018	9052117	Daniel C. Tirone	Daniel	Louisiana State University
2020	11278289	Daniel C. Tirone	Daniel	Louisiana State University
2018	9645242	Daniel Capistrano	Daniel	University of Bristol
2020	12842480	Daniel Carnahan	Daniel	Business Insider
2021	13339475	Daniel Chirot	Daniel	University of Washingtonb, Seattle
2019	10049165	Daniel Chomsky	Daniel	University of Texas Rio Grande
2016	6890860	Daniel Cohn	Daniel	York University
2017	7854039	Daniel Cohn	Daniel	York University
2015	5646236	Daniel Corstange	Daniel	Columbia University
2017	7915377	Daniel Corstange	Daniel	Columbia University
2018	9020088	Daniel Corstange	Daniel	Columbia University
2016	6858934	Daniel D. Stid	Daniel	Hewlett Foundation
2020	11195286	Daniel D. Stid	Daniel	Hewlett Foundation
2017	7935175	Daniel de Kadt	Daniel	UC Merced
2018	8986624	Daniel de Kadt	Daniel	UC Merced
2019	10114528	Daniel de Kadt	Daniel	UC Merced
2020	11306920	Daniel de Kadt	Daniel	UC Merced
2021	13265408	Daniel de Pinho Barreiros	Daniel de	Federal University of Rio de Janeiro
2015	5663301	Daniel Deudney	Daniel	Johns Hopkins University
2016	6858945	Daniel Deudney	Daniel	Johns Hopkins University
2017	7865820	Daniel Deudney	Daniel	Johns Hopkins University
2018	8983844	Daniel Deudney	Daniel	Johns Hopkins University
2019	10109567	Daniel Deudney	Daniel	Johns Hopkins University
2018	8983841	Daniel Diermeier	Daniel	University of Chicago
2019	10111809	Daniel Diermeier	Daniel	University of Chicago
2020	11310252	Daniel Diermeier	Daniel	Vanderbilt University
2019	10123116	Daniel E. Bergan	Daniel	Michigan State University
2021	13104730	Daniel E. Bergan	Daniel	Michigan State University
2018	8985808	Daniel E. Bliss	Daniel	Illinois Institute of Technology
2019	10119224	Daniel E. Bliss	Daniel	Illinois Institute of Technology
2019	10049196	Daniel E. Chand	Daniel	Kent State University
2020	11223289	Daniel E. Chand	Daniel	Kent State University
2015	5648492	Daniel E. Ponder	Daniel	Drury University
2016	6858706	Daniel E. Ponder	Daniel	Drury University
2017	7892647	Daniel E. Ponder	Daniel	Drury University
2018	8975424	Daniel E. Ponder	Daniel	Drury University
2019	10114928	Daniel E. Ponder	Daniel	Drury University
2020	11303501	Daniel E. Ponder	Daniel	Drury University
2021	13107704	Daniel E. Ponder	Daniel	Drury University
2018	9002472	Daniel Eduardo Gómez Uribe	Daniel	University of Amsterdam
2018	8974440	Daniel Eizenga	Daniel	University of Florida
2018	8999149	Daniel Encinas	Daniel	Northwestern University
2020	11281800	Daniel Encinas	Daniel	Northwestern University
2020	11311343	Daniel F. Wajner	Daniel	Freie Universitat Berlin
2021	13099561	Daniel F. Wajner	Daniel	Freie Universitat Berlin
2016	6860884	Daniel F. Ziblatt	Daniel	Harvard University
2017	7869780	Daniel F. Ziblatt	Daniel	Harvard University
2018	9050361	Daniel F. Ziblatt	Daniel	Harvard University
2019	10119187	Daniel F. Ziblatt	Daniel	Harvard University
2020	11311748	Daniel F. Ziblatt	Daniel	Harvard University
2021	13099947	Daniel F. Ziblatt	Daniel	Harvard University
2020	12277715	Daniel Felipe Saldivia Gonzatti	Daniel	WZB Berlin Social Science Center
2018	8969075	Daniel Fiorino	Daniel	American University
2021	13360762	Daniel Fuchs	Daniel	Humboldt University of Berlin
2019	10130370	Daniel Fuerstman	Daniel	State College of Florida
2020	11311190	Daniel Fuerstman	Daniel	State College of Florida
2019	10076630	Daniel G. Lang	Daniel	Lynchburg College
2020	11280286	Daniel G. Lang	Daniel	Lynchburg College
2021	13109186	Daniel G. Lang	Daniel	Lynchburg College
2016	6861722	Daniel Galvin	Daniel	Northwestern University
2018	8949041	Daniel Galvin	Daniel	Northwestern University
2020	11278865	Daniel Galvin	Daniel	Northwestern University
2021	13108494	Daniel Galvin	Daniel	Northwestern University
2019	10011465	Daniel Garrett	Daniel	Securing Tianxia LLC
2020	11215337	Daniel Garrett	Daniel	Securing Tianxia LLC
2021	13009555	Daniel George Lehman	Daniel	
2020	12277374	Daniel Grinnell	Daniel	Cardiff University
2019	10090684	Daniel Gustafson	Daniel	University of North Carolina at Chapel Hill
2015	5649679	Daniel H. Lowenstein	Daniel	University of California, Los Angeles
2016	6858404	Daniel H. Lowenstein	Daniel	University of California, Los Angeles
2017	7908349	Daniel H. Lowenstein	Daniel	University of California, Los Angeles
2018	9039108	Daniel H. Lowenstein	Daniel	University of California, Los Angeles
2020	11287732	Daniel H. Lowenstein	Daniel	University of California, Los Angeles
2017	7932389	Daniel H. Nexon	Daniel	Georgetown University
2019	10036269	Daniel H. Nexon	Daniel	Georgetown University
2021	13018098	Daniel H. Nexon	Daniel	Georgetown University
2018	8969711	Daniel H. Yoo	Daniel	
2019	10108756	Daniel Hansen	Daniel	Carnegie Mellon University
2018	8947643	Daniel Henry	Daniel	University of Virginia
2021	13075153	Daniel Henry	Daniel	University of Virginia
2018	8998650	Daniel Hohmann	Daniel	University of Bamberg
2021	13080260	Daniel Hohmann	Daniel	University of Basel
2019	10036248	Daniel HoSang	Daniel	University of Oregon
2021	13095582	Daniel HoSang	Daniel	University of Oregon
2019	10130770	Daniel Hutter Fram	Daniel	Harvard University
2019	10114183	Daniel Hutton Ferris	Daniel	University of Toronto
2021	13100399	Daniel Hutton Ferris	Daniel	University of Toronto
2019	10236631	Daniel I. Morales	Daniel	University of Houston Law Center
2018	9312700	Daniel Isaac Wikler	Daniel	Harvard School of Public Health
2016	6867041	Daniel J Mallinson	Daniel	Stockton University
2018	9029430	Daniel J Mallinson	Daniel	Penn State, Harrisburg
2020	11287555	Daniel J Mallinson	Daniel	Penn State, Harrisburg
2021	13106056	Daniel J Mallinson	Daniel	Penn State, Harrisburg
2019	10059347	Daniel J. Blake	Daniel	IE Business School
2016	6863031	Daniel J. Hopkins	Daniel	University of Pennsylvania
2017	7917029	Daniel J. Hopkins	Daniel	University of Pennsylvania
2018	8998151	Daniel J. Hopkins	Daniel	University of Pennsylvania
2019	10108048	Daniel J. Hopkins	Daniel	University of Pennsylvania
2020	11278188	Daniel J. Hopkins	Daniel	University of Pennsylvania
2021	13109098	Daniel J. Hopkins	Daniel	University of Pennsylvania
2015	5637376	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2016	6863623	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2017	7901420	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2018	8971392	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2019	10112062	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2021	13007289	Daniel J. Kapust	Daniel	University of Wisconsin, Madison
2015	5658462	Daniel J. Mahoney	Daniel	Assumption College
2016	6877260	Daniel J. Mahoney	Daniel	Assumption College
2017	7881067	Daniel J. Mahoney	Daniel	Assumption College
2018	8958974	Daniel J. Mahoney	Daniel	Assumption College
2019	10109537	Daniel J. Mahoney	Daniel	Assumption College
2020	11279456	Daniel J. Mahoney	Daniel	Assumption College
2021	13073414	Daniel J. Mahoney	Daniel	Assumption College
2018	8958796	Daniel J. Milton	Daniel	
2018	8999377	Daniel J. Moskowitz	Daniel	Harvard University
2019	10057303	Daniel J. Moskowitz	Daniel	Harvard University
2021	13106077	Daniel J. Moskowitz	Daniel	University of Chicago
2019	10012472	Daniel J. Simmons	Daniel	University of California, Davis
2021	13078907	Daniel J. Simmons	Daniel	Saint Michael's College
2017	7917214	Daniel J. Wirls	Daniel	University of California, Santa Cruz
2019	10069309	Daniel J. Wirls	Daniel	University of California, Santa Cruz
2020	12278330	Daniel Jones	Daniel	University of Pittsburgh
2020	11227996	Daniel Joseph Schulte	Daniel	
2021	13106538	Daniel Joseph Schulte	Daniel	
2021	13099426	Daniel K Banini	Daniel	University of Central Florida
2018	8982657	Daniel Kent	Daniel	The Ohio State University
2020	11277973	Daniel Kent	Daniel	The Ohio State University
2018	8999679	Daniel Koss	Daniel	Academia Sinica
2020	11310306	Daniel Koss	Daniel	Harvard University
2018	8959266	Daniel Krcmaric	Daniel	Northwestern University
2020	11302369	Daniel Krcmaric	Daniel	Northwestern University
2021	13091371	Daniel Krcmaric	Daniel	Northwestern University
2016	6868225	Daniel Kreiss	Daniel	University of North Carolina, Chapel Hill
2018	8955161	Daniel Kreiss	Daniel	University of North Carolina, Chapel Hill
2019	10111300	Daniel Kreiss	Daniel	University of North Carolina, Chapel Hill
2019	10058975	Daniel Kryder	Daniel	Department of Politics
2020	11293793	Daniel Kubler	Daniel	University of Zurich
2021	13034652	Daniel Kuebler	Daniel	
2015	5642023	Daniel L. Nielson	Daniel	
2018	8998730	Daniel L. Nielson	Daniel	
2019	10011295	Daniel L. Nielson	Daniel	Brigham Young University
2021	13000566	Daniel L. Nielson	Daniel	Brigham Young University
2019	10233364	Daniel Lane	Daniel	University of Michigan
2020	12275820	Daniel Lane	Daniel	UC Santa Barbara
2021	13104933	Daniel Lane	Daniel	UC Santa Barbara
2018	8979629	Daniel Laurison	Daniel	Swarthmore College
2018	8997670	Daniel Lee	Daniel	University of Nevada, Las Vegas
2018	9027916	Daniel Lempert	Daniel	SUNY, Potsdam
2018	9056155	Daniel Li Chen	Daniel	Harvard University
2019	10107484	Daniel Li Chen	Daniel	Toulouse School of Economics, IAST, CNRS
2019	10040018	Daniel Little	Daniel	University of Michigan, Dearborn
2018	9010331	Daniel Luban	Daniel	University of Oxford
2019	10069479	Daniel Luban	Daniel	University of Oxford
2020	11242299	Daniel Luban	Daniel	University of Oxford
2018	8969133	Daniel M Gomez	Daniel	University of California Santa Barbara
2019	10118421	Daniel M Gomez	Daniel	University of California Santa Barbara
2020	11310568	Daniel M Gomez	Daniel	University of California Santa Barbara
2021	13098845	Daniel M Gomez	Daniel	University of California Santa Barbara
2018	8999296	Daniel M Thompson	Daniel	Stanford University
2019	10110623	Daniel M Thompson	Daniel	Stanford University
2021	13074217	Daniel M Thompson	Daniel	Stanford University
2016	6899788	Daniel M. Brinks	Daniel	University of Texas at Austin
2017	7922847	Daniel M. Brinks	Daniel	University of Texas at Austin
2018	8998049	Daniel M. Brinks	Daniel	University of Texas at Austin
2019	10109829	Daniel M. Brinks	Daniel	University of Texas at Austin
2021	13097479	Daniel M. Brinks	Daniel	University of Texas at Austin
2018	8998215	Daniel M. Butler	Daniel	University of California, San Diego
2019	10118633	Daniel M. Butler	Daniel	University of California, San Diego
2020	11287277	Daniel M. Butler	Daniel	University of California, San Diego
2021	13080298	Daniel M. Butler	Daniel	University of California, San Diego
2017	7853122	Daniel M. Shea	Daniel	Colby College
2018	8958335	Daniel M. Shea	Daniel	Colby College
2016	6865560	Daniel M. Smith	Daniel	Harvard University
2018	8999367	Daniel M. Smith	Daniel	Harvard University
2019	10060376	Daniel M. Smith	Daniel	Harvard University
2020	11301020	Daniel M. Smith	Daniel	Columbia University
2021	13105570	Daniel M. Smith	Daniel	Columbia University
2018	9050166	Daniel Maliniak	Daniel	College of William & Mary
2019	10116138	Daniel Maliniak	Daniel	College of William & Mary
2019	11024021	Daniel Markovits	Daniel	Lafayette College
2020	11279272	Daniel Markovits	Daniel	Columbia University
2018	9310147	Daniel Marwecki	Daniel	SOAS, University of London
2019	10119020	Daniel Masterson	Daniel	Stanford University
2020	11287601	Daniel Masterson	Daniel	University of California, Santa Barbara
2017	7910059	Daniel Mattingly	Daniel	Yale University
2018	8998637	Daniel Mattingly	Daniel	Yale University
2019	10012480	Daniel Mattingly	Daniel	Yale University
2020	11188747	Daniel Mattingly	Daniel	Yale University
2021	13001487	Daniel Mattingly	Daniel	Yale University
2017	7917144	Daniel Max Kselman	Daniel	IE Business School
2019	10113398	Daniel Max Kselman	Daniel	IE University
2021	13102796	Daniel Max Kselman	Daniel	IE University
2021	13385471	Daniel McArthur	Daniel	University of Oxford
2019	10064814	Daniel McCarthy	Daniel	Modern Age
2015	5642856	Daniel McCormack	Daniel	University of Pennsylvania
2015	5519679	Daniel McDowell	Daniel	Syracuse University
2018	8958947	Daniel McDowell	Daniel	Syracuse University
2019	10027575	Daniel McDowell	Daniel	Syracuse University
2020	11202934	Daniel McDowell	Daniel	Syracuse University
2021	13012344	Daniel McDowell	Daniel	Syracuse University
2020	11214228	Daniel Meierrieks	Daniel	University of Freiburg
2018	9307463	Daniel Milton	Daniel	United States Military Academy
2019	10112425	Daniel Milton	Daniel	United States Military Academy
2019	10235143	Daniel Mintun	Daniel	University of North Texas
2020	11190029	Daniel Moak	Daniel	Ohio University
2016	6861162	Daniel N. Posner	Daniel	University of California, Los Angeles
2017	7911040	Daniel N. Posner	Daniel	University of California, Los Angeles
2018	8952437	Daniel N. Posner	Daniel	University of California, Los Angeles
2020	11286285	Daniel N. Posner	Daniel	University of California, Los Angeles
2021	13103030	Daniel N. Posner	Daniel	University of California, Los Angeles
2018	9047951	Daniel Naujoks	Daniel	Columbia University
2017	7914261	Daniel Naurin	Daniel	Oslo University
2018	9020265	Daniel Naurin	Daniel	Oslo University
2020	11279816	Daniel Naurin	Daniel	Oslo University
2021	13073751	Daniel Naurin	Daniel	Oslo University
2017	7906796	Daniel O'Connor	Daniel	Michigan State University
2015	5656648	Daniel P. Aldrich	Daniel	
2016	6861821	Daniel P. Aldrich	Daniel	Northeastern University
2017	7889461	Daniel P. Aldrich	Daniel	Northeastern University
2018	8998094	Daniel P. Aldrich	Daniel	Northeastern University
2019	10059348	Daniel P. Aldrich	Daniel	Northeastern University
2021	13099500	Daniel P. Aldrich	Daniel	Northeastern University
2015	5654476	Daniel P. Carpenter	Daniel	Harvard University
2018	8985312	Daniel P. Carpenter	Daniel	Harvard University
2020	11282571	Daniel P. Carpenter	Daniel	Harvard University
2021	13076183	Daniel P. Carpenter	Daniel	Harvard University
2018	8970051	Daniel P. Hawes	Daniel	Kent State University
2019	10011453	Daniel P. Hawes	Daniel	Kent State University
2020	11303078	Daniel P. Hawes	Daniel	Kent State University
2021	13092015	Daniel P. Hawes	Daniel	Kent State University
2019	10024774	Daniel P. Klinghard	Daniel	
2015	5508548	Daniel Pemstein	Daniel	North Dakota State University
2018	8998774	Daniel Pemstein	Daniel	North Dakota State University
2020	11287741	Daniel Pemstein	Daniel	North Dakota State University
2015	5650895	Daniel Phillip Kinderman	Daniel	University of Delaware
2016	6863129	Daniel Phillip Kinderman	Daniel	University of Delaware
2017	7954261	Daniel Phillip Kinderman	Daniel	University of Delaware
2018	8952558	Daniel Phillip Kinderman	Daniel	University of Delaware
2019	10117408	Daniel Phillip Kinderman	Daniel	University of Delaware
2020	11309401	Daniel Phillip Kinderman	Daniel	University of Delaware
2017	7940021	Daniel Philpott	Daniel	University of Notre Dame
2020	11221057	Daniel Philpott	Daniel	University of Notre Dame
2021	13750955	Daniel Pitt	Daniel	University of Hull
2015	5641391	Daniel Q. Gillion	Daniel	University of Pennsylvania
2016	6918731	Daniel Q. Gillion	Daniel	University of Pennsylvania
2020	11306024	Daniel Q. Gillion	Daniel	University of Pennsylvania
2021	13103029	Daniel Q. Gillion	Daniel	University of Pennsylvania
2019	10042752	Daniel Quiroga-Angel	Daniel	New York University
2017	7941844	Daniel R. Biggers	Daniel	University of California, Riverside
2018	8998117	Daniel R. Biggers	Daniel	University of California, Riverside
2019	10130535	Daniel R. Biggers	Daniel	University of California, Riverside
2021	13101338	Daniel R. Biggers	Daniel	University of California, Riverside
2015	5664137	Daniel R. DiSalvo	Daniel	CUNY-City College of New York
2018	8970405	Daniel R. DiSalvo	Daniel	CUNY-City College of New York
2020	11284310	Daniel R. DiSalvo	Daniel	CUNY-City College of New York
2021	13077743	Daniel R. DiSalvo	Daniel	CUNY-City College of New York
2019	10114879	Daniel Raoul Hirschel-Burns	Daniel	Yale University
2021	13098109	Daniel Raoul Hirschel-Burns	Daniel	Yale University
2018	9308692	Daniel Rogger	Daniel	
2021	13383250	Daniel Royuela Pérez	Daniel	George Washington University Regulatory Studies Center
2016	6861773	Daniel Rubenson	Daniel	Ryerson University
2018	9042153	Daniel Rubenson	Daniel	Ryerson University
2020	11305950	Daniel Rubenson	Daniel	Ryerson University
2015	5448403	Daniel S. Geller	Daniel	Wayne State University
2019	10111735	Daniel S. Geller	Daniel	Wayne State University
2020	11301968	Daniel S. Geller	Daniel	Wayne State University
2021	13108035	Daniel S. Geller	Daniel	Wayne State University
2019	10126789	Daniel S. Malachuk	Daniel	Western Ilinois University-Quad Cities
2019	10012311	Daniel S. Morey	Daniel	University of Kentucky
2015	5603496	Daniel S. Treisman	Daniel	University of California, Los Angeles
2016	6860469	Daniel S. Treisman	Daniel	University of California, Los Angeles
2017	7862799	Daniel S. Treisman	Daniel	University of California, Los Angeles
2018	9003973	Daniel S. Treisman	Daniel	University of California, Los Angeles
2020	11301696	Daniel S. Treisman	Daniel	University of California, Los Angeles
2021	13090734	Daniel S. Treisman	Daniel	University of California, Los Angeles
2021	13376320	Daniel Schiff	Daniel	Georgia Institute of Technology
2018	8998777	Daniel Schillinger	Daniel	University of Richmond
2019	10115018	Daniel Schillinger	Daniel	University of Richmond
2021	13100375	Daniel Schillinger	Daniel	Yale University
2018	9051363	Daniel Schlozman	Daniel	
2019	10103521	Daniel Schlozman	Daniel	
2021	13068567	Daniel Schlozman	Daniel	
2020	11283408	Daniel Sherwin	Daniel	University of Toronto
2019	10029880	Daniel Shoag	Daniel	Harvard University
2019	10026190	Daniel Silver	Daniel	
2018	9033708	Daniel Silverman	Daniel	Carnegie Mellon University
2019	10092527	Daniel Silverman	Daniel	Carnegie Mellon University
2020	11263883	Daniel Silverman	Daniel	Carnegie Mellon University
2021	13059865	Daniel Silverman	Daniel	Carnegie Mellon University
2015	5637702	Daniel Skinner	Daniel	Ohio University
2018	9034657	Daniel Skinner	Daniel	Ohio University
2019	10130441	Daniel Skinner	Daniel	Ohio University
2018	9051850	Daniel Sledge	Daniel	University of Texas, Arlington
2020	11277915	Daniel Sledge	Daniel	University of Texas, Arlington
2021	13072045	Daniel Sledge	Daniel	University of Texas, Arlington
2019	10103989	Daniel Smith	Daniel	University of Maryland
2019	10098557	Daniel Solomon	Daniel	
2021	13102592	Daniel Solomon	Daniel	Georgetown University
2017	7888602	Daniel Stegmueller	Daniel	Duke University
2018	9051441	Daniel Stegmueller	Daniel	Duke University
2019	10110313	Daniel Stegmueller	Daniel	Duke University
2020	11280111	Daniel Stegmueller	Daniel	Duke University
2021	13073979	Daniel Stegmueller	Daniel	Duke University
2015	5647387	Daniel Stevens	Daniel	University of Exeter
2019	10109794	Daniel Stevens	Daniel	University of Exeter
2020	11279675	Daniel Stevens	Daniel	University of Exeter
2018	9049238	Daniel Stockemer	Daniel	University of Ottawa
2018	8998796	Daniel Strobl	Daniel	
2019	10059898	Daniel Strobl	Daniel	
2020	11279794	Daniel T. Kirsch	Daniel	California State University, Sacramento
2018	9044720	Daniel T. R. Masterson	Daniel	Stanford University
2020	12778509	Daniel T. Scott	Daniel	University of Southern California
2017	7857632	Daniel Tapia-Jimenez	Daniel	University of California, Davis
2018	9052091	Daniel Tavana	Daniel	Princeton University
2019	10119493	Daniel Tavana	Daniel	Princeton University
2020	11288040	Daniel Tavana	Daniel	Princeton University
2021	13104897	Daniel Tavana	Daniel	Princeton University
2021	13034820	Daniel Thomas	Daniel	Columbia University
2015	5661494	Daniel Tichenor	Daniel	
2016	6859002	Daniel Tichenor	Daniel	University of Oregon
2017	7864677	Daniel Tichenor	Daniel	University of Oregon
2018	8988580	Daniel Tichenor	Daniel	University of Oregon
2020	11187879	Daniel Tichenor	Daniel	University of Oregon
2021	13000711	Daniel Tichenor	Daniel	University of Oregon
2020	12907956	Daniel Tisch	Daniel	School of Medicine, Case Western Reserve University
2021	13108364	Daniel Tisch	Daniel	School of Medicine, Case Western Reserve University
2020	12706901	Daniel Tobin	Daniel	National Intelligence University
2020	11250599	Daniel Verdier	Daniel	Ohio State University
2015	5715145	Daniel Viehoff	Daniel	Yale University/University of Sheffield
2019	10236748	Daniel Vogler	Daniel	University of Zurich
2015	5655610	Daniel W. Drezner	Daniel	Tufts University
2016	6860431	Daniel W. Drezner	Daniel	Tufts University
2017	7862192	Daniel W. Drezner	Daniel	Tufts University
2018	8983949	Daniel W. Drezner	Daniel	Tufts University
2019	10048027	Daniel W. Drezner	Daniel	Tufts University
2021	13097324	Daniel W. Drezner	Daniel	Tufts University
2015	5641217	Daniel W. Gingerich	Daniel	University of Virginia
2016	6861823	Daniel W. Gingerich	Daniel	University of Virginia
2018	9050080	Daniel W. Gingerich	Daniel	University of Virginia
2019	10118789	Daniel W. Gingerich	Daniel	University of Virginia
2020	11287419	Daniel W. Gingerich	Daniel	University of Virginia
2021	13080409	Daniel W. Gingerich	Daniel	University of Virginia
2021	13100641	Daniel Weinstock	Daniel	McGill University
2018	8971106	Daniel Weitzel	Daniel	University of Texas at Austin
2015	5656260	Daniel Y. Kono	Daniel	University of California, Davis
2021	13092271	Daniel Zimmer	Daniel	Cornell University
2018	8998718	Daniel Zizumbo-Colunga	Daniel	CIDE
2020	11287132	Daniel Zizumbo-Colunga	Daniel	CIDE
2021	13034781	Daniela Braun	Daniela	LMU Munich
2018	9049983	Daniela Cammack	Daniela	Yale University
2020	11286781	Daniela Cammack	Daniela	University of California, Berkeley
2015	5462149	Daniela Campello	Daniela	Getulio Vargas Foundation
2017	7872418	Daniela Campello	Daniela	Getulio Vargas Foundation
2019	10039305	Daniela Campello	Daniela	Getulio Vargas Foundation
2020	11304424	Daniela Campello	Daniela	Getulio Vargas Foundation
2016	6863109	Daniela Donno	Daniela	University of Pittsburgh
2017	7954512	Daniela Donno	Daniela	University of Pittsburgh
2018	8953056	Daniela Donno	Daniela	University of Pittsburgh
2019	10117826	Daniela Donno	Daniela	University of Cyprus
2021	13079732	Daniela Donno	Daniela	University of Cyprus
2017	7882706	Daniela F. Melo	Daniela	Connecticut College
2019	10109643	Daniela Giannetti	Daniela	University of Bologna
2020	11233298	Daniela Heimpel	Daniela	University of Montreal
2018	8958985	Daniela Mansbach	Daniela	University of Wisconsin, Superior
2019	10052902	Daniela Margarita Orrantia	Daniela	Universidad Casa Grande
2018	8954055	Daniela Stockmann	Daniela	Hertie School of Governance
2019	10023486	Daniela Stockmann	Daniela	Hertie School of Governance
2021	13094698	Daniela Stockmann	Daniela	Hertie School
2019	10104141	Daniela Tatiana Barba-Sanchez	Daniela	Princeton University
2020	11278859	Daniela Tatiana Barba-Sanchez	Daniela	Vanderbilt University
2021	13398670	Daniela Zupan	Daniela	Institute for European Urban Studies
2018	8952364	Daniele Paserman	Daniele	Boston University
2019	10021997	Daniele Paserman	Daniele	Boston University
2019	10060303	Daniella Maria Mascarenhas	Daniella	American University
2020	12669810	Daniella Sarnoff	Daniella	Social Science Research Council
2021	13106922	Daniella Sarnoff	Daniella	Social Science Research Council
2018	8999183	Danielle Allen	Danielle	Harvard University
2019	10114374	Danielle Charette	Danielle	University of Chicago
2020	11283589	Danielle Charette	Danielle	University of Chicago
2021	13104418	Danielle Charette	Danielle	University of Chicago
2018	9001951	Danielle Delaney	Danielle	University of Wisconsin, Madison
2021	13108021	Danielle Dougall	Danielle	New York University
